     Qty: Element

       1: Syllables

       5: Symbol

       1: Symbolical

       1: Symbolism

       1: Symbolized

       5: Symbols

       3: Symmetry

       1: Sympathetic

       1: Sympathies

       1: Sympathise

       1: Sympathising

       1: Sympathize

       1: Sympathizes

       6: Sympathy

       1: Symphony

       4: Symposium

       1: Synonymous

       2: Synthesis

       2: Syracusan

      19: System

       5: Systems

       2: THAT

       5: THE

       1: THERE

       4: THIS

       1: THOSE

       2: TO

       6: Table

       8: Tables

       2: Tablet

       1: Tabula

       6: Tactics

       1: Taint

     155: Take

      57: Taken

      31: Takes

      29: Taking

      31: Tale

       3: Talent

      19: Tales

       6: Talk

       2: Talked

      11: Talking

       2: Talks

       2: Tall

       3: Taller

       5: Tame

       1: Tamed

       1: Taming

       1: Tangible

       1: Tangled

       1: Tarentum

       1: Tarried

       1: Tartarean

      11: Task

      23: Taste

       5: Tasted

       1: Tasted--or

       1: Tasted--the

       6: Tastes

       1: Tasting

      26: Taught

       1: Taverns

       6: Tax

       1: Taxation

       5: Taxes

      13: Teach

       9: Teacher

      13: Teachers

       3: Teaches

       7: Teaching

       2: Tear

       2: Tearing

       2: Tears

       1: Tease

       1: Technical

       3: Tedious

       1: Teems

       1: Teeth

       1: Telamon

      96: Tell

      10: Telling

      16: Tells

      11: Temper

       3: Temperament

      50: Temperance

      11: Temperate

       1: Temperately

       2: Tempered

       6: Tempers

       7: Temple

      13: Temples

       2: Temporal

       2: Temporary

       1: Tempt

       5: Temptation

       2: Temptations

       2: Tempted

      13: Ten

       1: Tenacity

      12: Tend

       5: Tended

       4: Tendencies

      10: Tendency

       3: Tender

       4: Tending

       9: Tends

       1: Tennyson

       1: Tenor

       3: Tentative

       8: Tenth

       1: Tents

       1: Tenure

      38: Term

      33: Termed

      57: Terms

      14: Terrible

       2: Territory

       1: Territory--the

       4: Terror

       4: Terrors

       9: Test

       1: Test--and

       1: Testament

       5: Tested

       1: Testifies

       3: Testimony

       2: Testing

       4: Tests

       2: Tetrachord

       3: Tetractys

       4: Text

       2: Texture

       2: Thales

       1: Thamyras

     473: Than

       1: Thank

    2611: That

   14368: The

       1: Theaetetus

       1: Theaetetus)

       2: Theagenes

       4: Theages

       5: Theatre

       1: Theatrical

       1: Theatricals

       1: Theatrocracy

       2: Theban

       3: Thee

       5: Theft

     950: Their

       7: Theirs

    1181: Them

       1: Them--

       1: Them--a

       1: Them--and

       1: Them--are

       1: Them--do

       1: Them--either

       2: Them--he

       1: Them--not

       1: Them--one

       1: Them--that

       1: Them--the

       1: Them--they

       8: Theme

       1: Themis

       3: Themistocles

     114: Themselves

     433: Then

       2: Thence

       1: Theologians

       1: Theological

       3: Theology

       1: Theology--some

       6: Theories

       1: Theorists

      12: Theory

     762: There

       1: There--they

       1: Thereby

     148: Therefore

       3: Therein

       1: Thereof

       1: Thereupon

       2: Thersites

     301: These

       1: Theses

       1: Theseus

       9: Thesis

       4: Thetis

    1624: They

       1: Thick

       1: Thicket

       1: Thickly

       2: Thickness

       4: Thief

       7: Thieves

       1: Thieving

       2: Thin

       1: Thin--it

       1: Thine

     114: Thing

     218: Things

       1: Things--for

       1: Things--hearing

       1: Things--labours

       1: Things--the

       1: Things--they

       1: Things--to

     148: Think

       6: Thinker

       8: Thinkers

      30: Thinking

      29: Thinks

       1: Thinks)

       1: Thinness

      77: Third

       1: Third--more

       1: Third--not

       1: Third--what

      11: Thirdly

      20: Thirst

       1: Thirsting

       6: Thirsty

      13: Thirty

     917: This

       2: This--he

       1: This--higher

       1: This--our

       9: Thither

       6: Thomas

       1: Thorns

       1: Thorny

       2: Thoroughly

     217: Those

       5: Thou

      90: Though

     108: Thought

       1: Thoughtless

      27: Thoughts

      23: Thousand

       1: Thousands

       1: Thracian

       3: Thracians

      69: Thrasymachus

       1: Thrasymachus--not

       3: Thread

       2: Threads

       1: Threatened

      99: Three

       1: Three--in

       2: Threshold

       1: Threw

       9: Thrice

       1: Thriving

       1: Throat

       1: Throats

       4: Throne

       1: Thrones

       1: Throng

      58: Through

       9: Throughout

       7: Throw

       2: Throwing

       6: Thrown

       7: Throws

       2: Thrust

       1: Thrusts

       2: Thucydides

       3: Thunder

       1: Thunderstorm

      95: Thus

       1: Thy

       1: Tiara

       2: Tide

       1: Tides

       4: Tie

       4: Ties

       1: Tighter

       3: Till

       1: Tillage

       2: Tim

      20: Timaeus

       1: Timaeus)

       1: Timarchy

       1: Timber

     206: Time

       1: Time--no

       1: Time-serving

      79: Times

       2: Timid

      15: Timocracy

       1: Timocrat

       4: Timocratic

       6: Timocratical

       1: Tinker

       1: Tire

       1: Tire-women

       1: Tiresias

       1: Tiresome

       1: Tirewomen

       7: Title

       2: Titles

       1: Titles--like

    5636: To

       1: To-day

       1: Today

      63: Together

      10: Toil

       2: Toiling

       7: Toils

      42: Told

       1: Tolerably

       2: Tolerant

       1: Tolerate

       1: Tolerated

       1: Toleration

       1: Tolls

       1: Tomb

       3: Tone

       1: Tones

     165: Too

       1: Too--there

      17: Took

       6: Tools

       1: Tools--and

       1: Top

       1: Toppling

       2: Tops

       4: Torch-race

       1: Torches

       1: Torment

       2: Tormented

       1: Torments

       1: Torpid

       1: Torrent

       1: Torrents

       1: Torture

       1: Tortures

       2: Torturing

       1: Tossing

      15: Touch

       2: Touched

       8: Touches

       6: Touching

       1: Touchingly

      39: Towards

       3: Tower

       1: Towering

       4: Town

       1: Township

      11: Trace

       2: Traced

       6: Traces

       2: Tracing

       3: Track

       2: Tractable

      16: Trade

       1: Trade--they

       8: Trademark

       6: Trader

       3: Traders

       2: Trades

       2: Tradesmen

      10: Tradition

       2: Traditional

       2: Traditions

       2: Tragedian

       8: Tragedians

       1: Tragedies

      14: Tragedy

       1: Tragedy-making

      14: Tragic

       2: Trail

       9: Train

      25: Trained

       4: Trainer

      39: Training

       3: Trait

       1: Traits

       1: Trammels

       1: Trample

       4: Trampled

       1: Transaction

       1: Transcribe

       1: Transcription

       7: Transferred

       2: Transform

       2: Transformed

       1: Transforming

       1: Transgressed

       1: Transgresses

       1: Transgression

       1: Transience

       2: Transient

       5: Transition

       2: Transitional

       3: Translated

       1: Translated--

       1: Translating

       2: Translation

       1: Translation)

       1: Transmigration

       1: Transplanted

       3: Transposition

       1: Trappings

       1: Travail

       1: Travel

       1: Travel-stained

       1: Traveller

       1: Travellers

       1: Treacheries

       2: Treacherous

       1: Treason

       2: Treasures

       1: Treasuries

       1: Treasury

       5: Treat

      11: Treated

       1: Treaties

       2: Treating

       4: Treatise

       1: Treatises

       6: Treatment

       2: Treats

       3: Treaty

       1: Trebled

       1: Tree

       4: Trees

       1: Tremendous

      12: Trial

       4: Trials

       7: Triangle

       4: Tribe

       1: Tribe--but

       2: Tribes

       1: Tribunal

       1: Tribute

       1: Trick

       1: Tricks

       5: Tried

       4: Tries

       3: Trifles

       1: Trifling

       1: Trinity

       2: Trireme

       3: Triumph

       1: Triumphing

       3: Trochaic

       3: Trojan

       2: Troops

      16: Trouble

       1: Troubled

       4: Troubles

       7: Troublesome

       1: Troubling

       6: Troy

     434: True

       2: True--that

      11: Truer

      11: Truest

      62: Truly

       1: Trumpets

       1: Trust

       3: Trusted

       1: Trustee

       1: Trusting

       1: Trusts

       1: Trustworthy

       1: Trusty

     242: Truth

       1: Truth--but

       1: Truth--in

       1: Truth--words

      11: Truths

      33: Try

      10: Trying

       4: Tumbling

       1: Tumult

       1: Tuner

      52: Turn

      29: Turned

       1: Turned--the

      12: Turning

       9: Turns

       1: Tutor

       3: Tutors

       3: Twelfth

       2: Twelve

       3: Twentieth

       5: Twenty

       2: Twenty-five

       1: Twenty-seven

       7: Twice

       1: Twilight

       2: Twin

       1: Twisting

       1: Twists

     235: Two

       1: Two-legged

       2: Twofold
